Timestamp,Raw Z,Normalized Z,Smoothed Z,Rep Detected,isIdle,Current Reps,Current Sets
2025-04-12T14:31:07.013454,-9.62,0.030000000000001137,-0.18199999999999933,0,0,0,0
2025-04-12T14:31:07.016490,-9.61,0.040000000000000924,-0.09799999999999934,0,0,0,0
2025-04-12T14:31:07.061063,-9.68,-0.02999999999999936,-0.03799999999999919,0,0,0,0
2025-04-12T14:31:07.063908,-9.85,-0.1999999999999993,-0.035999999999999234,0,0,0,0
2025-04-12T14:31:07.067119,-10.07,-0.41999999999999993,-0.1159999999999993,0,0,0,0
2025-04-12T14:31:07.112147,-10.21,-0.5600000000000005,-0.23399999999999962,0,0,0,0
2025-04-12T14:31:07.114941,-10.63,-0.9800000000000004,-0.4379999999999999,0,0,0,0
2025-04-12T14:31:07.124325,-11.06,-1.4100000000000001,-0.7140000000000001,0,0,0,0
2025-04-12T14:31:07.167333,-11.24,-1.5899999999999999,-0.9920000000000002,0,0,0,0
2025-04-12T14:31:07.170545,-11.3,-1.6500000000000004,-1.2380000000000002,0,0,0,0
2025-04-12T14:31:07.207097,-11.46,-1.8100000000000005,-1.4880000000000002,0,0,0,0
2025-04-12T14:31:07.211296,-11.6,-1.9499999999999993,-1.682,0,0,0,0
2025-04-12T14:31:07.254234,-12.09,-2.4399999999999995,-1.888,0,0,0,0
2025-04-12T14:31:07.256297,-12.3,-2.6500000000000004,-2.1,0,0,0,0
2025-04-12T14:31:07.298434,-12.89,-3.24,-2.418,0,0,0,0
2025-04-12T14:31:07.300277,-13.23,-3.58,-2.772,0,0,0,0
2025-04-12T14:31:07.331729,-13.48,-3.83,-3.148,0,0,0,0
2025-04-12T14:31:07.333333,-13.97,-4.32,-3.524,0,0,0,0
2025-04-12T14:31:07.369566,-14.3,-4.65,-3.9240000000000004,0,0,0,0
2025-04-12T14:31:07.371673,-14.48,-4.83,-4.242,0,0,0,0
2025-04-12T14:31:07.432994,-14.03,-4.379999999999999,-4.402,0,0,0,0
2025-04-12T14:31:07.436093,-13.97,-4.32,-4.5,0,0,0,0
2025-04-12T14:31:07.444070,-13.69,-4.039999999999999,-4.444,1,0,1,0
2025-04-12T14:31:07.458308,-13.47,-3.8200000000000003,-4.2780000000000005,0,0,1,0
2025-04-12T14:31:07.506726,-12.97,-3.3200000000000003,-3.976,0,0,1,0
2025-04-12T14:31:07.509212,-12.38,-2.7300000000000004,-3.646,0,0,1,0
2025-04-12T14:31:07.522221,-11.79,-2.139999999999999,-3.2099999999999995,0,0,1,0
2025-04-12T14:31:07.568348,-11.54,-1.8899999999999988,-2.78,0,0,1,0
2025-04-12T14:31:07.570825,-11.4,-1.75,-2.3659999999999997,0,0,1,0
2025-04-12T14:31:07.587485,-10.88,-1.2300000000000004,-1.9479999999999997,0,0,1,0
2025-04-12T14:31:07.640095,-10.7,-1.049999999999999,-1.6119999999999994,0,0,1,0
2025-04-12T14:31:07.643161,-10.39,-0.7400000000000002,-1.3319999999999996,0,0,1,0
2025-04-12T14:31:07.645960,-10.09,-0.4399999999999995,-1.0419999999999998,0,0,1,0
2025-04-12T14:31:07.705849,-9.14,0.5099999999999998,-0.5899999999999999,0,0,1,0
2025-04-12T14:31:07.708200,-8.69,0.9600000000000009,-0.1519999999999996,0,0,1,0
2025-04-12T14:31:07.765809,-8.69,0.9600000000000009,0.25000000000000033,0,0,1,0
2025-04-12T14:31:07.768244,-4.8,4.8500000000000005,1.3680000000000005,0,0,1,0
2025-04-12T14:31:07.812719,-4.05,5.6000000000000005,2.5760000000000005,0,0,1,0
2025-04-12T14:31:07.817136,-2.95,6.7,3.814000000000001,0,0,1,0
2025-04-12T14:31:07.819644,-2.76,6.890000000000001,5.000000000000001,0,0,1,0
2025-04-12T14:31:07.860985,-2.38,7.2700000000000005,6.2620000000000005,0,0,1,0
2025-04-12T14:31:07.863168,-2.23,7.42,6.776000000000001,0,0,1,0
2025-04-12T14:31:07.915200,-2.16,7.49,7.154000000000001,0,0,1,0
2025-04-12T14:31:07.917867,-1.93,7.720000000000001,7.358,0,0,1,0
2025-04-12T14:31:07.922327,-1.97,7.680000000000001,7.516,0,0,1,0
2025-04-12T14:31:07.969262,-2.02,7.630000000000001,7.588000000000001,0,0,1,0
2025-04-12T14:31:07.972444,-2.18,7.470000000000001,7.598000000000001,0,0,1,0
2025-04-12T14:31:07.982341,-3.22,6.43,7.386,0,0,1,0
2025-04-12T14:31:08.042012,-3.1,6.550000000000001,7.152000000000001,0,0,1,0
2025-04-12T14:31:08.044673,-3.43,6.220000000000001,6.860000000000001,0,0,1,0
2025-04-12T14:31:08.047021,-4.3,5.3500000000000005,6.404000000000001,0,0,1,0
2025-04-12T14:31:08.096615,-4.96,4.69,5.848000000000001,0,0,1,0
2025-04-12T14:31:08.098869,-5.64,4.010000000000001,5.364000000000001,0,0,1,0
2025-04-12T14:31:08.101154,-6.19,3.46,4.746,0,0,1,0
2025-04-12T14:31:08.146273,-6.52,3.130000000000001,4.128,0,0,1,0
2025-04-12T14:31:08.148689,-7.06,2.5900000000000007,3.5760000000000005,0,0,1,0
2025-04-12T14:31:08.194208,-7.74,1.9100000000000001,3.0200000000000005,0,0,1,0
2025-04-12T14:31:08.196337,-8.45,1.200000000000001,2.4580000000000006,0,0,1,0
2025-04-12T14:31:08.204791,-9.15,0.5,1.8660000000000003,0,0,1,0
2025-04-12T14:31:08.243655,-10.23,-0.5800000000000001,1.1240000000000003,0,0,1,0
2025-04-12T14:31:08.250719,-10.3,-0.6500000000000004,0.47600000000000015,0,0,1,0
2025-04-12T14:31:08.291817,-10.94,-1.2899999999999991,-0.1639999999999997,0,0,1,0
2025-04-12T14:31:08.293844,-11.49,-1.8399999999999999,-0.7719999999999999,0,0,1,0
2025-04-12T14:31:08.337467,-12.32,-2.67,-1.406,0,0,1,0
2025-04-12T14:31:08.340158,-12.61,-2.959999999999999,-1.8819999999999997,0,0,1,0
2025-04-12T14:31:08.355082,-13.17,-3.5199999999999996,-2.4559999999999995,0,0,1,0
2025-04-12T14:31:08.397859,-12.94,-3.289999999999999,-2.8559999999999994,0,0,1,0
2025-04-12T14:31:08.399992,-12.36,-2.709999999999999,-3.0299999999999994,0,0,1,0
2025-04-12T14:31:08.443614,-12.25,-2.5999999999999996,-3.015999999999999,0,0,1,0
2025-04-12T14:31:08.445807,-12.88,-3.2300000000000004,-3.0699999999999994,0,0,1,0
2025-04-12T14:31:08.491661,-12.69,-3.039999999999999,-2.9739999999999993,0,0,1,0
2025-04-12T14:31:08.493827,-12.02,-2.369999999999999,-2.7899999999999996,0,0,1,0
2025-04-12T14:31:08.504234,-12.37,-2.719999999999999,-2.7919999999999994,0,0,1,0
2025-04-12T14:31:08.544518,-13.17,-3.5199999999999996,-2.9759999999999995,0,0,1,0
2025-04-12T14:31:08.546712,-12.89,-3.24,-2.9779999999999993,0,0,1,0
2025-04-12T14:31:08.558612,-12.25,-2.5999999999999996,-2.8899999999999997,0,0,1,0
2025-04-12T14:31:08.606217,-10.9,-1.25,-2.6659999999999995,0,0,1,0
2025-04-12T14:31:08.609996,-10.45,-0.7999999999999989,-2.2819999999999996,0,0,1,0
2025-04-12T14:31:08.665434,-11.22,-1.5700000000000003,-1.892,0,0,1,0
2025-04-12T14:31:08.668082,-11.7,-2.049999999999999,-1.6539999999999995,0,0,1,0
2025-04-12T14:31:08.670617,-12.19,-2.539999999999999,-1.6419999999999995,0,0,1,0
2025-04-12T14:31:08.706911,-11.72,-2.0700000000000003,-1.8059999999999996,0,0,1,0
2025-04-12T14:31:08.709297,-11.79,-2.139999999999999,-2.0739999999999994,0,0,1,0
2025-04-12T14:31:08.714174,-12.02,-2.369999999999999,-2.233999999999999,0,0,1,0
2025-04-12T14:31:08.750185,-11.91,-2.26,-2.2759999999999994,0,0,1,0
2025-04-12T14:31:08.778742,-11.58,-1.9299999999999997,-2.1539999999999995,0,0,1,0
2025-04-12T14:31:08.831450,-11.58,-1.9299999999999997,-2.1259999999999994,0,0,1,0
2025-04-12T14:31:08.836747,-10.4,-0.75,-1.8479999999999996,0,0,1,0
2025-04-12T14:31:08.880528,-10.23,-0.5800000000000001,-1.4899999999999998,0,0,1,0
2025-04-12T14:31:08.883061,-10.11,-0.4599999999999991,-1.1299999999999997,0,0,1,0
